Index Close signals.num Delt1 Delt2 Delt3 Delt4 Delt5 Delt6 Delt7 Delt8 Delt9 Delt10 atr SMI ADX Aroon BB ChaikinVol CLV CMO EMADelt Volat MACD RSI SAR ClMean ClSD 3components 6components 9components 100components
2011-12-16 1.97 1 0.00510204081632648 -0.0343137254901961 -0.0619047619047619 -0.116591928251121 -0.116591928251121 -0.135964912280702 -0.13215859030837 -0.128318584070796 -0.139737991266376 -0.172268907563025 0.0998960868805964 -71.2832762896795 42.5427733465478 -100 -0.0224459556008633 -1.92334528613776 -0.296116300587117 -73.3333333333334 -0.0180576646079464 0.45378833757479 -5.18442137676897 18.8783252462312 2.2192680786819 2.163 0.132165720887747 0.226413916734183 0.153458127973827 0.224929962300053 0.00854102096098242
2011-12-19 1.92 1 -0.0253807106598986 -0.0204081632653061 -0.0588235294117647 -0.0857142857142857 -0.139013452914798 -0.139013452914798 -0.157894736842105 -0.154185022026432 -0.150442477876106 -0.161572052401747 0.10133208067484 -71.5122954142455 44.8552331292107 -95 0.0125652937667068 -1.62244219554047 -0.14126687219754 -81.8181818181818 -0.0193891275264831 0.437212869358275 -5.6362561580542 17.472540509354 2.16222910137188 2.126 0.143928994839662 0.249829484453918 0.177996589248869 0.248069367152525 0.0139946025584816
2011-12-20 1.91 1 -0.00520833333333337 -0.0304568527918782 -0.0255102040816326 -0.0637254901960785 -0.0904761904761906 -0.143497757847534 -0.143497757847534 -0.162280701754386 -0.158590308370044 -0.154867256637168 0.0983797891980653 -71.8514110112592 46.8065549225347 -85 0.0830287870722948 1.07358542183966 -0.176188046949503 -75.4385964912281 -0.0168108013095468 0.424104446197067 -6.06791228237445 17.1967268116144 2.10409411704263 2.091 0.15014437496401 0.252759782732417 0.182063753845858 0.250699337579221 -0.000374733896362223
2011-12-21 1.85 1 -0.0314136125654449 -0.0364583333333333 -0.0609137055837563 -0.0561224489795917 -0.0931372549019608 -0.119047619047619 -0.170403587443946 -0.170403587443946 -0.18859649122807 -0.185022026431718 0.0984955185410606 -73.4419349040921 48.744286482911 -85 0.0935200008203006 -0.927051329912915 -0.32597203841323 -86.6666666666667 -0.0194658579015283 0.437958800874916 -6.50025422634568 15.6050300996056 2.05362964661155 2.049 0.153220973325021 0.282386964963949 0.212841109241289 0.280002353440246 0.0130911266347493
2011-12-22 1.81 1 -0.0216216216216216 -0.0523560209424083 -0.0572916666666666 -0.081218274111675 -0.0765306122448979 -0.112745098039216 -0.138095238095238 -0.188340807174888 -0.188340807174888 -0.206140350877193 0.100745838645271 -73.6722522180411 50.8812255452918 -95 0.0486995981250441 -14.7636695199295 -0.175795304156279 -90.4761904761905 -0.0198578149415452 0.492563633724617 -6.93161344039848 14.632660761796 1.99661334556031 2.002 0.146424041741785 0.301956645406898 0.233573600437968 0.299224369802272 0.0180889181339375
2011-12-23 1.84 1 0.0165745856353592 -0.00540540540540546 -0.0366492146596857 -0.0416666666666666 -0.065989847715736 -0.0612244897959183 -0.0980392156862745 -0.123809523809524 -0.174887892376682 -0.174887892376682 0.099978278742037 -72.8424948206778 52.3152095949396 -95 0.13277413706652 0.43344220851131 -0.0832264609763492 -78.9473684210526 -0.0132337421093808 0.504659465242191 -7.30565009504098 18.7231876704844 1.94062934189222 1.963 0.129961532770278 0.283230196188119 0.216021927399602 0.280127113677907 -0.0132293993963666
2011-12-26 1.85 1 0.00543478260869557 0.0220994475138121 0 -0.0314136125654449 -0.0364583333333333 -0.0609137055837563 -0.0561224489795917 -0.0931372549019608 -0.119047619047619 -0.170403587443946 0.0978369731176058 -71.5523618551983 53.4606172409738 -80 0.181380425738662 5.98599596364213e-05 -0.0421203511884409 -74.5454545454545 -0.00983946488791237 0.509972824561028 -7.60311515694129 20.0975804587929 1.90144053932455 1.925 0.093719439463397 0.275523880191142 0.20950167836405 0.272027216641352 -0.0312496262085747
2011-12-27 1.77 1 -0.0432432432432432 -0.0380434782608696 -0.0220994475138122 -0.0432432432432432 -0.0732984293193717 -0.078125 -0.101522842639594 -0.096938775510204 -0.132352941176471 -0.157142857142857 0.0979914750377768 -71.7326772673928 54.695696086813 -80 0.152817244413513 -0.505260605022751 -0.179916650972361 -80.6451612903226 -0.0159128791343362 0.524914620342045 -7.88692221978139 17.5419567335901 1.88 1.892 0.0827042925125413 0.317445283099258 0.252619762305875 0.313532646591352 0.00281671990169174
2011-12-28 1.79 2 0.0112994350282487 -0.0324324324324324 -0.0271739130434783 -0.011049723756906 -0.0324324324324324 -0.06282722513089 -0.0677083333333333 -0.0913705583756345 -0.086734693877551 -0.122549019607843 0.0959920839636499 -71.9421835224853 55.9707139156622 -100 0.153524506704228 -0.949362339848778 0.0346136492044321 -77.7777777777778 -0.0109651856502298 0.53682759650729 -8.11719702716055 20.2715087384705 1.86 1.867 0.0697694616417367 0.303926164481482 0.240307260435826 0.299575558549521 -0.0160479959749203
2011-12-29 1.79 1 0 0.0112994350282487 -0.0324324324324324 -0.0271739130434783 -0.011049723756906 -0.0324324324324324 -0.06282722513089 -0.0677083333333333 -0.0913705583756345 -0.086734693877551 0.0919926493948178 -72.0090544649321 56.954413088485 -95 0.200175351746777 -28.9588701472788 0.119229349349081 -75.8620689655172 -0.00897151553200622 0.528781999206167 -8.2863428314943 20.2715087384705 1.8312 1.85 0.0651494009523068 0.301644849423095 0.239241818238578 0.296834685995705 -0.0212453504533231
2011-12-30 1.81 1 0.011173184357542 0.011173184357542 0.0225988700564972 -0.0216216216216216 -0.0163043478260869 0 -0.0216216216216216 -0.0523560209424083 -0.0572916666666666 -0.081218274111675 0.0882788887237594 -71.39962060117 57.4579024970972 -90 0.245679278974169 1.41799488469931 0.188460376740157 -70 -0.00530884282481563 0.454026746271969 -8.37518265757176 23.2191892410774 1.82 1.834 0.0503763612995001 0.288254126013245 0.227075543360907 0.282963238052976 -0.0353202004741534
