Index Close signals.num Delt1 Delt2 Delt3 Delt4 Delt5 Delt6 Delt7 Delt8 Delt9 Delt10 atr SMI ADX Aroon BB ChaikinVol CLV CMO EMADelt Volat MACD RSI SAR ClMean ClSD 3components 6components 9components 100components
2011-12-16 4.93 1 0.0717391304347825 0.0859030837004404 0.0556745182012848 -0.0591603053435116 -0.0591603053435116 -0.0591603053435116 -0.0954128440366974 -0.135087719298246 -0.124333925399645 -0.142608695652174 0.323839724504823 -38.9091809511403 41.1773974190682 -55 0.132457354948532 1.31436326290996 -0.0721375450143698 -39.4366197183099 -0.00395059604276718 0.6659231018948 -0.756309272860343 41.3631883714408 5.27588212358861 5.124 0.420824587367865 0.295329220988264 0.244976616372208 0.176443131803196 -0.0259157785098847
2011-12-19 4.92 1 -0.00202839756592288 0.0695652173913044 0.0837004405286343 0.0535331905781584 -0.0610687022900764 -0.0610687022900764 -0.0610687022900764 -0.0972477064220184 -0.136842105263158 -0.126110124333925 0.317136887040193 -38.5527422528688 40.8905527702886 -55 0.181106118510974 -0.323517741971157 0.10698627739931 -39.0070921985815 -0.00360110541061367 0.670289635606492 -1.33006813819872 41.1910340024701 5.15814098381444 5.053 0.384275653376294 0.296600640685729 0.245607651301784 0.176568505772322 -0.040514652807063
2011-12-20 4.9 1 -0.00406504065040647 -0.00608519269776864 0.0652173913043479 0.0792951541850222 0.0492505353319059 -0.064885496183206 -0.064885496183206 -0.064885496183206 -0.100917431192661 -0.140350877192982 0.306627109394465 -37.7230158248007 40.4537570502542 -55 0.227065510111229 -0.24974028415298 0.14101016279195 -30.0813008130081 -0.00368545727239418 0.671696580364606 -1.80145007263203 40.8250639120529 5.05923842640413 4.973 0.310878683018884 0.299907288560497 0.248282116876707 0.178772191992372 -0.0498609729600836
2011-12-21 4.75 2 -0.0306122448979592 -0.0345528455284553 -0.0365111561866125 0.0326086956521741 0.0462555066079295 0.0171306209850106 -0.0935114503816794 -0.0935114503816794 -0.0935114503816794 -0.128440366972477 0.311868030152003 -37.8839408942912 40.5423253807153 -55 0.205958435590833 0.467289151875599 0.0770944394135093 -58.3710407239819 -0.00858123684067873 0.704199826571217 -2.22782873371377 38.0915723009022 4.98 4.903 0.267293014415932 0.33022353282477 0.277974341711529 0.208028803015969 -0.0283779151025636
2011-12-22 4.64 0 -0.0231578947368422 -0.053061224489796 -0.0569105691056911 -0.0588235294117647 0.00869565217391299 0.0220264317180616 -0.00642398286937906 -0.114503816793893 -0.114503816793893 -0.114503816793893 0.313163170855431 -38.9560730334951 41.0312490805334 -55 0.157075981875008 -0.435163047397631 0.131259086792871 -54.679802955665 -0.0112315382763448 0.710022313025348 -2.63501125289378 36.1785160886603 4.98 4.843 0.2500244432495 0.352871751163369 0.300006661180395 0.229660932044213 -0.0103871255996906
2011-12-23 4.71 0 0.0150862068965518 -0.008421052631579 -0.0387755102040818 -0.0426829268292683 -0.0446247464503042 0.0239130434782608 0.0374449339207048 0.00856531049250542 -0.101145038167939 -0.101145038167939 0.310794372937186 -39.6378676829951 40.9593551102357 -55 0.23155828733645 -0.943022268256467 0.133367824259102 -46.4646464646465 -0.00644649369945451 0.696982267000853 -2.98202922211608 38.3020519080389 4.9096 4.79 0.209390650327192 0.337108460130524 0.283635546927221 0.212925282246182 -0.0265601759244458
2011-12-26 4.73 0 0.00424628450106157 0.0193965517241381 -0.00421052631578933 -0.0346938775510204 -0.0386178861788616 -0.0405679513184583 0.0282608695652176 0.0418502202643172 0.0128479657387581 -0.0973282442748091 0.306451917727387 -39.370342316579 40.8925964235307 -55 0.253493921127165 27.3363120697561 0.189119128939266 -50.2590673575129 -0.00450235220845159 0.717980387182039 -3.26087763584863 38.9273058109724 4.850464 4.739 0.137311486935524 0.332073675793312 0.278000967624608 0.206962027362343 -0.0279741699781646
2011-12-27 4.65 0 -0.0169133192389006 -0.0127388535031846 0.00215517241379315 -0.0210526315789473 -0.0510204081632653 -0.0548780487804877 -0.0567951318458416 0.0108695652173914 0.0242290748898679 -0.0042826552462526 0.296705352175431 -39.4688249062511 40.8306062144474 -55 0.250196286375046 -2.32642737925234 0.165429019934267 -45.4545454545454 -0.00675889166853323 0.693135002229523 -3.50177798737711 37.2990302453586 4.80078976 4.737 0.138568073924375 0.348326403634293 0.293661878993891 0.222330301604429 -0.00454762280967924
2011-12-28 4.67 0 0.00430107526881707 -0.0126849894291756 -0.00849256900212314 0.00646551724137945 -0.0168421052631579 -0.0469387755102042 -0.0508130081300813 -0.0527383367139959 0.0152173913043478 0.0286343612334801 0.288369255591472 -39.100002094722 40.888629476655 -45 0.264635365146704 0.736997227423707 0.256563137521975 -36.3057324840764 -0.00474798858901499 0.621697885490715 -3.69270370193505 37.9972771400589 4.7590633984 4.75 0.12328828005938 0.343221506968101 0.28797309234096 0.216385068106429 0.000393041428543128
2011-12-29 4.89 0 0.0471092077087794 0.0516129032258064 0.0338266384778012 0.0382165605095541 0.0538793103448276 0.0294736842105263 -0.00204081632653075 -0.00609756097560976 -0.00811359026369174 0.0630434782608695 0.289200023049224 -36.4168894769985 39.548431866792 -45 0.384657916140993 -0.0248306555136926 0.355369839790707 -19.5530726256984 0.00468059255603853 0.576629091437869 -3.76212500740679 45.2234272583836 4.54 4.779 0.118081892487093 0.296367417001497 0.240542984737222 0.16873482905604 -0.0343545405060584
2011-12-30 5.1 1 0.0429447852760736 0.0920770877944326 0.096774193548387 0.0782241014799152 0.0828025477707006 0.0991379310344827 0.0736842105263158 0.0408163265306121 0.0365853658536586 0.0344827586206897 0.294257164259994 -31.1848435702962 36.9182006230676 -40 0.56225224787644 -0.169581259817002 0.371565222455022 -7.00000000000003 0.0116377185051358 0.58742555634871 -3.67447627057042 51.083860096384 4.54 4.796 0.150125873112458 0.253490485231212 0.197097851539892 0.125105978200599 -0.0639244972320687
2012-01-04 4.82 2 -0.0549019607843136 -0.0143149284253578 0.0321199143468951 0.0365591397849463 0.0190274841437632 0.0233545647558386 0.038793103448276 0.0147368421052632 -0.0163265306122449 -0.0203252032520325 0.296810223955708 -28.2119479593858 34.6818154905208 -35 0.493008953140535 -0.41088602436017 0.15524757870287 8.77192982456143 -0.000460405002036817 0.586322704843252 -3.57577430680071 44.2812153776708 4.5664 4.786 0.144160404488272 0.309120540481137 0.252167463553035 0.180028358028686 0.00537750290559402
2012-01-05 4.69 0 -0.0269709543568465 -0.0803921568627449 -0.0408997955010224 0.00428265524625271 0.00860215053763436 -0.0084566596194503 -0.00424628450106146 0.0107758620689657 -0.0126315789473683 -0.0428571428571428 0.288466636530301 -27.3454322128011 33.1944574513213 -25 0.347168680676655 0.00261647256939357 0.0664146856053796 8.77192982456143 -0.00528050488472949 0.583667097109867 -3.50991683736576 41.5168915528235 4.591744 4.765 0.140968869691937 0.335617445517452 0.278111623767815 0.205861816565498 0.0451628907066381
2012-01-06 4.78 0 0.0191897654584221 -0.00829875518672196 -0.0627450980392156 -0.0224948875255623 0.0235546038543899 0.0279569892473117 0.0105708245243128 0.0148619957537155 0.0301724137931036 0.00631578947368427 0.282147591063851 -26.3474058209322 31.5659348120959 -25 0.411444110052679 0.684696950280822 0.127066560949857 10.3448275862069 -0.000831364822338287 0.53711375684904 -3.43097026381705 44.1178094713478 4.61607424 4.768 0.140933396404905 0.315757133761362 0.257706204201478 0.185382244301117 0.0375920556445959
2012-01-09 4.96 0 0.0376569037656904 0.0575692963752665 0.0290456431535269 -0.0274509803921568 0.0143149284253579 0.0620985010706638 0.0666666666666667 0.0486257928118392 0.0530785562632696 0.0689655172413794 0.280565620273576 -23.6031679479197 29.3911857422011 -20 0.595323836327828 -0.00598889581666373 0.257809703714218 1.88679245283021 0.00616650219366693 0.496234910871923 -3.28108835179887 49.0027331113179 4.6394312704 4.8 0.144913767461894 0.277931661948233 0.219343198683723 0.146981627099787 0.0106033989711318
