Index X600497.SS.Close signals.num Delt.1.arithmetic Delt.2.arithmetic Delt.3.arithmetic Delt.4.arithmetic Delt.5.arithmetic Delt.6.arithmetic Delt.7.arithmetic Delt.8.arithmetic Delt.9.arithmetic Delt.10.arithmetic atr SMI ADX oscillator pctB Delt.1.arithmetic.1 EMA ..11 EMA.1 ..13 signal EMA.2 ..16 ..17 ..18
2007-03-21 5.84093 0 -0.00582791646879999 0.0124016792098978 0.0136913315423011 0.00557973459676475 0.00346690718550002 -0.000313208141357824 -0.0222126616691387 -0.048035582154161 -0.0367081113084665 0.0432504938575906 0.285328101644347 29.4106891699801 40.151425762693 35 0.693030945824068 -0.0540908762362255 -0.096780811173422 51.7967965684038 0.00340135366897357 0.466346068444864 7.48993889460416 63.3804092296933 6.56543337216 5.889234 0.126779731485579
2007-03-22 5.8128 0 -0.0048160138881993 -0.0106158630303463 0.00752593866238671 0.00880938001124609 0.000736848629254938 -0.00136580337585368 -0.00512771361479847 -0.0269216990702456 -0.0526202560115782 -0.0413473384227947 0.271586808669751 25.8613573411285 39.7320406315937 35 0.654739638610564 0.603405527432148 -0.17008361053071 36.2186336810225 0.00190728684039669 0.4283218566672 7.22199748746219 62.4425215584903 6.5332976372736 5.864163 0.112468457113786
2007-03-23 5.8984 0 0.0147261216625378 0.0098391865678924 0.00395392814165385 0.0223628882132916 0.023665229675601 0.0154738212143541 0.0133402053000042 0.00952289671319706 -0.0125920296235784 -0.0386690266409808 0.264941322336197 22.4263219731573 39.0489769633225 35 0.64913031509196 0.245270332985173 0.0127614582407138 30.0760279286269 0.00423798408078599 0.371705408874721 6.95547615847282 64.1795828515668 6.50244733178266 5.840437 0.0629591622579449
2007-03-26 5.90574 0 0.00124440526244407 0.0159888521882741 0.0110958357658797 0.00520325369308461 0.0236351219715116 0.0249390840743904 0.0167374821813475 0.0146012111841256 0.0107791523184249 -0.0113632939490628 0.252350513597897 18.9114777434332 38.5061997883648 35 0.667731715117391 0.0597668621412546 0.0342475435166503 31.9653264880976 0.00369369702290564 0.350911063618748 6.68948050093011 64.3319198620994 6.47283103851135 5.833649 0.0491490995622277
2007-03-27 6.33378 0 0.0724786394253727 0.0738132374881324 0.0896263418662262 0.0843786862708507 0.0780590178667171 0.0978268028800322 0.0992252743819897 0.0904292315426305 0.0881381265300862 0.0840390500379957 0.272325476912333 18.4950882277621 39.1235809012202 35 0.859400430741059 -0.524132899856914 0.155498502795236 45.7379681141023 0.0162000501869906 0.413555739990035 6.53920449429046 71.8502625490998 6.4443993969709 5.882751 0.165891078284652
2007-03-28 6.21149 0 -0.0193075856755365 0.0517716662094845 0.0530804964058051 0.0685882879163227 0.0634419518809506 0.0572443010159707 0.0766304178265256 0.0780018882201443 0.0693756757315118 0.0671288064252888 0.281700799990024 19.3242934499231 39.6968633631574 35 0.829282682851811 -0.33823395009494 0.148165908713134 11.7022790896295 0.00974411639380382 0.426418504050693 6.41866930307889 67.474314690177 6.41710502109206 5.921825 0.193401160530242
2007-03-29 6.30382 0 0.0148643884156618 -0.00473019271272446 0.0674056087806101 0.068733893937339 0.084472199284338 0.0792493661112186 0.0729595909565171 0.0926338705372154 0.0940257269994655 0.0852712911378459 0.276822885705022 21.2604172697128 40.2291970778134 30 0.902308757038675 -0.456247279077447 0.157171121403627 13.0892334516471 0.0106750749432326 0.43665910270874 6.33177011411459 69.0089885760624 6.39090242024838 5.971355 0.222407540851874
2007-03-30 6.30382 0 0 0.0148643884156618 -0.00473019271272446 0.0674056087806101 0.068733893937339 0.084472199284338 0.0792493661112186 0.0729595909565171 0.0926338705372154 0.0940257269994655 0.257049822440377 23.5489909087232 40.7235069557082 25 0.90343217636333 1.5506879408845 0.128594553875695 29.4117647058823 0.00873415222628118 0.422852425639327 6.25447907283715 69.0089885760624 6.38943 6.025533 0.231553612272982
2007-04-02 6.30321 0 -9.67667224001101e-05 -9.67667224001101e-05 0.0147661833151143 -0.00482650170987942 0.0673023194383768 0.0686304760613048 0.0843672584640793 0.0791449306874077 0.0728557641736325 0.0925281399387803 0.251705549408922 25.9212500732476 41.4091143436545 20 0.879860858951203 0.0773658756901041 0.0917941213027052 46.396219380712 0.00712853059924822 0.40966811637856 6.17160938654219 68.9840486769054 5.76204 6.078916 0.227436532841826
2007-04-03 6.28792 0 -0.00242574815054553 -0.00252228014124778 -0.00252228014124778 0.0123046161227016 -0.00724054198282864 0.0647133128109263 0.0660382476603825 0.0817368565923478 0.076527196867622 0.0702532862878862 0.247179438736856 28.159152555263 41.3516381541758 15 0.782994155894104 -0.0243338325275559 0.236307482334463 47.394264033032 0.00539138900837663 0.402799776041104 6.0705647677262 68.3175737755079 5.76204 6.120191 0.223775773559655
