Index Close signals.num Delt1 Delt2 Delt3 Delt4 Delt5 Delt6 Delt7 Delt8 Delt9 Delt10 atr SMI ADX Aroon BB ChaikinVol CLV CMO EMADelt Volat MACD RSI SAR ClMean ClSD
2007-03-21 1.91714 0 0.0533736263736264 0.147005857259951 0.137289332091522 0.0805110776705049 0.0667727611649622 0.0600308531049394 0.122072844542512 0.135363058682791 0.166952753125647 0.185512695252112 0.12107812054546 40.7342767168292 23.4468179730211 100 1.06688986893656 0.62353229157512 0.348895554201725 29.0325312257427 0.0214346244865661 0.791851705069041 2.25430602453073 66.8008997365658 1.67143 1.751428 0.085850991555783
2007-03-22 2.10286 1 0.0968734677696987 0.155417582417583 0.258120292204879 0.247462493548712 0.185183932728021 0.170114737861269 0.162719717788087 0.230771932083556 0.245349615355005 0.279999513044325 0.129163969077927 45.6233990844246 24.2844759688794 100 1.21700149299125 0.869659914550438 0.458415436829831 43.409561537769 0.035150777810772 0.825075891297244 2.83102853155061 73.3188190586977 1.67143 1.797428 0.132031551262904
2007-03-23 2.01429 2 -0.042118828642896 0.0506744421377676 0.106752747252747 0.205129739205351 0.194920834544495 0.135265373755136 0.120830875724763 0.113747325234854 0.178933259977642 0.192896948305371 0.133203685572361 48.5634083631999 25.0623012507478 80 1.04883036340504 -0.0743194107982039 0.402819336815912 47.6826794923799 0.0211017584555597 0.839419249815562 3.40706337183894 66.603138722062 1.6889156 1.83 0.141994008402546
2007-03-26 2.04286 2 0.0141836577652672 -0.0285325699285734 0.0655768488477628 0.122450549450549 0.222222886988986 0.211869182718261 0.151367589289237 0.136728357278787 0.129544336132967 0.195654845865256 0.133892708031478 51.1671590015836 25.7845675839113 80 0.992796107629254 -0.096455106325318 0.402319458031232 49.3594489690606 0.0198439219664156 0.838143924185901 3.96503060747794 67.6330150583766 1.705701776 1.863429 0.149387579466597
2007-03-27 2.1 1 0.0279705902509226 0.0425509732958016 -0.00136005249992865 0.095381662267753 0.153846153846154 0.256409182556254 0.245765879065794 0.183572020357439 0.168523320386837 0.161138357929193 0.133716800314944 54.4534121919396 26.6822044479821 95 0.99826189162689 -0.222302355405745 0.431942075851926 51.6825790983431 0.0213214980181441 0.835990565719884 4.51750688150671 69.6489121903314 1.72181650496 1.892572 0.165096949214696
2007-03-28 2.00286 0 -0.0462571428571429 -0.0195803921952556 -0.00567445601179561 -0.0475542832142891 0.044712436233139 0.100472527472528 0.198291283511724 0.188140308831294 0.128823360330048 0.1144707702238 0.137431314578162 55.4641837048025 26.6293891946012 95 0.852079773740167 -0.0260664990201757 0.339427163542859 35.7959630108382 0.00903447240445559 0.837408263582311 4.94175208612448 62.5199355844015 1.7462217146624 1.913144 0.164700781972103
2007-03-29 1.83429 0 -0.0841646445582817 -0.126528571428571 -0.102097060004112 -0.089361511996783 -0.127716538428616 -0.0432154146280397 0.0078516483516482 0.0974375235576721 0.0881409020531407 0.0338163434387839 0.140880506394008 51.9641173892965 25.6112235740499 90 0.641141453033252 0.16430695409761 0.129474338358143 12.9120294889062 -0.00791082158876937 0.837724186702265 5.11016064177518 52.4811133765014 1.76916261178266 1.919144 0.160109215585973
2007-03-30 1.89714 0 0.0342639386356574 -0.0527845181390612 -0.0966 -0.0713313687673165 -0.0581594507245728 -0.0978286714284357 -0.0104322063073119 0.0423846153846155 0.13504005552132 0.125424895148039 0.139185470223007 48.7899547284593 24.3833933532761 70 0.593903396730008 -0.255231278755458 0.269996716445822 16.0976942317378 -0.000242683366146326 0.817841677840655 5.15085993295076 55.3592126215404 1.7907270550757 1.940287 0.13833820369338
2007-04-02 1.89429 0 -0.00150226129858633 0.0327102039481217 -0.0542074832988826 -0.0979571428571429 -0.0727264717112284 -0.0595743413311886 -0.0991839685000429 -0.0119187957061039 0.0408186813186813 0.133334928773565 0.134550079492792 45.8732064453584 23.3101506501658 70 0.607102619668799 -0.381322344800241 0.318827328507252 7.97944631653417 -0.000471697535680872 0.799625803904325 5.09525105770663 55.1959559155523 1.81099763177115 1.962573 0.103870703285918
2007-04-03 2.05714 0 0.0859688854399274 0.0843374764118621 0.121491149163982 0.0271012452193362 -0.0204095238095239 0.00699020001370609 0.0212730043836786 -0.0217418182855731 0.0730254441511835 0.130296703296703 0.140450073814736 46.7153359514214 23.4822653761444 70 0.779277355582204 -0.127617509272248 0.399606551595314 21.2127145747666 0.0152447720962479 0.779850842083026 5.10669073334801 62.0777652181086 1.83005197386489 1.986287 0.0943365289270281
