Index X600648.SS.Close signals.num Delt.1.arithmetic Delt.2.arithmetic Delt.3.arithmetic Delt.4.arithmetic Delt.5.arithmetic Delt.6.arithmetic Delt.7.arithmetic Delt.8.arithmetic Delt.9.arithmetic Delt.10.arithmetic atr SMI ADX oscillator pctB Delt.1.arithmetic.1 EMA ..11 EMA.1 ..13 signal EMA.2 ..16 ..17 ..18
2007-03-21 11.53 2 0.0378037803780378 0.0587695133149677 0.0539305301645339 0.0877358490566038 0.123781676413255 0.0887629839471198 0.077570093457944 0.0616942909760589 0.0340807174887892 0.077570093457944 0.644640079393173 29.0847196366194 33.8853570798516 15 0.979661631497244 -0.842527913720404 0.142402641554063 41.687979539642 0.0139377962355748 0.60794766682686 7.04183463671026 66.9814560610795 10.26 10.863 0.354151568305624
2007-03-22 11.3 2 -0.0199479618386816 0.0171017101710171 0.0376492194674014 0.0329067641681902 0.0660377358490567 0.101364522417154 0.0670443814919737 0.0560747663551404 0.0405156537753224 0.0134529147982063 0.638594359436518 29.8863784232697 34.1370123220258 -15 0.913729982586232 1.81209488113393 0.00612164179098759 22.5988700564972 0.00777674931298273 0.582415229418038 6.89346261811454 63.5665303417412 10.26 10.878 0.370459174538842
2007-03-23 11.09 0 -0.0185840707964603 -0.0381613183000867 -0.00180018001800175 0.0183654729109275 0.0137111517367459 0.0462264150943397 0.0808966861598441 0.0472143531633618 0.0364485981308411 0.0211786372007368 0.625123333762481 29.4189673812901 33.5563730965161 -15 0.712568803647854 -0.0430919530553846 0.0171298281320199 22.2535211267606 0.00298387292944763 0.582299953908958 6.70908516085709 60.5320242291317 10.3252 10.901 0.376311041560037
2007-03-26 11.22 0 0.0117222723174031 -0.00707964601769917 -0.0268863833477883 0.00990099009900991 0.0303030303030303 0.0255941499085923 0.0584905660377359 0.0935672514619883 0.0594900849858357 0.0485981308411216 0.628328809922304 29.1044888603657 33.3914668883566 -15 0.828246464478487 0.652495082863924 -0.00498061551749217 24.7956403269755 0.0045726728181668 0.546253001932204 6.51513157284334 61.7493506902703 10.387792 10.953 0.381344114066722
2007-03-27 11.55 0 0.0294117647058822 0.0414788097385033 0.0221238938053097 0.00173460537727688 0.0396039603960396 0.0606060606060606 0.0557586837294335 0.0896226415094341 0.125730994152047 0.0906515580736544 0.623448180642139 30.292982748994 33.2383396950656 70 0.862204606868209 -0.418035701522823 0.171249626264909 23.5457063711912 0.00908887134320598 0.547162699448494 6.35780006556602 64.7237539195668 10.44788032 11.049 0.400179126558762
2007-03-28 11.99 2 0.038095238095238 0.0686274509803921 0.0811541929666366 0.0610619469026548 0.0398959236773635 0.0792079207920793 0.101010101010101 0.0959780621572213 0.131132075471698 0.168615984405458 0.636059024881987 33.2761546340722 33.7475365745827 95 1.01924876636473 -1.68659139885069 0.271931512398562 23.3333333333333 0.0143627562072118 0.584798791002315 6.27894005930506 68.2669579359521 10.5055651072 11.222 0.395103362003751
2007-03-29 11.39 2 -0.0500417014178481 -0.0138528138528139 0.0151515151515151 0.0270513976555455 0.00796460176991154 -0.0121422376409366 0.0252025202520254 0.0459136822773187 0.0411334552102378 0.0745283018867926 0.652769094533273 33.5756804028572 34.3829246906301 100 0.910951007633618 2.4829423720453 0.0448509657346647 13.5549872122763 0.00265285482083726 0.614816608901532 6.15156876867957 59.4918137182056 10.601231200768 11.301 0.330637431503318
2007-03-30 11.38 0 -0.000877963125548664 -0.0508757297748123 -0.0147186147186147 0.0142602495543671 0.0261496844003608 0.00707964601769917 -0.0130095403295749 0.0243024302430244 0.0449954086317723 0.040219378427788 0.631142730638039 32.9677143672963 34.3688900972252 90 0.708972994416009 -0.353862733058417 0.0938391018348562 18.0851063829788 0.00201088792149436 0.608731555057812 5.9847278946547 59.3548727093213 10.7331327047066 11.345 0.305586867082559
2007-04-02 11.47 0 0.00790861159929701 0.00702370500438976 -0.043369474562135 -0.00692640692640689 0.0222816399286987 0.0342651036970245 0.0150442477876107 -0.00520381613182985 0.0324032403240324 0.0532598714416896 0.600346821306751 32.2039082951063 34.3558579747778 90 0.731653567900627 -1.5892280544701 0.20405017422852 23.5294117647059 0.00308320131745848 0.577548681058225 5.80078721290304 60.2418843097973 10.85448208833 11.403 0.261493573322346
2007-04-03 11.76 0 0.0252833478639929 0.0333919156414761 0.0324846356453028 -0.0191826522101752 0.0181818181818181 0.0481283422459893 0.0604147880973851 0.0407079646017698 0.0199479618386817 0.0585058505850586 0.594607762641983 32.6712129372454 34.944377209188 85 0.881172160510061 -0.52045073840204 0.187929163529628 40.5405405405406 0.00711959159864655 0.582889958680639 5.64312519667976 63.0407624297934 10.9661235212636 11.468 0.261355441241744
