Index Close signals.num Delt1 Delt2 Delt3 Delt4 Delt5 Delt6 Delt7 Delt8 Delt9 Delt10 atr SMI ADX Aroon BB ChaikinVol CLV CMO EMADelt Volat MACD RSI SAR ClMean ClSD
2011-02-21 1.78261 1 0.00985146327369968 -0.014424724940565 -0.0261250088776954 -0.00485122536705174 -0.0167839650531704 -0.00485122536705174 0.0148532325279529 0.0275712194053426 0.0250010062502515 0.0198989604252131 0.0499743338616951 26.3254976538967 32.1661107101722 80 0.679995009091892 -0.0539101699817619 0.0140349583700745 35.7154591752916 0.000970754668666948 0.278244728535496 -0.258026183815934 49.9459684243271 1.76522 1.781303 0.0319525596435994
2011-02-22 1.73478 2 -0.0268314437818704 -0.0172443094911683 -0.0408691325261237 -0.052255480952563 -0.0315525037682129 -0.0431650708202798 -0.0315525037682129 -0.0123767449274703 0 -0.0025012506253127 0.0504425957287169 23.0736930919586 29.9163696375127 80 0.56905627699174 -0.450429791312523 -0.142353109740696 7.31515763491526 -0.00408419050415803 0.279877065759609 -0.146649155148916 43.9206740529315 1.84348 1.780868 0.0326132726219113
2011-02-23 1.74348 2 0.00501504513540607 -0.0219509595480785 -0.0123157453461892 -0.0360590479349809 -0.0475024994127063 -0.0266956958633394 -0.0383665004633102 -0.0266956958633394 -0.00742376972650483 0.00501504513540607 0.0487024103195229 19.236397112461 27.9495339390998 65 0.509193768571894 0.756109603805316 -0.0558181885050765 -4.10838059231259 -0.00242978402423728 0.268633761469183 -0.0819576363255658 45.2152894210621 1.84348 1.781738 0.0313383325089968
2011-02-24 1.75652 2 0.00747929428499328 0.0125318484188197 -0.0146358429493831 -0.00492856414497911 -0.02884944988113 -0.0403784903000933 -0.0194160665438508 -0.0311741605259673 -0.0194160665438508 0 0.0470872381538427 16.0379550194389 25.9897036735364 65 0.512961312971339 0.186099699198345 0.136148754859483 5.55502315923974 -0.000628133422558998 0.265613040438917 -0.0379351793802191 47.183408476757 1.839132 1.781738 0.0313383325089968
2011-02-28 1.77826 1 0.0123767449274701 0.0199486085300664 0.0250636968376394 -0.00244024211689609 0.00738718120121007 -0.0168297672361365 -0.0285014996476238 -0.00727962931948856 -0.0191832502316551 -0.00727962931948856 0.0458981497142825 14.3988470595386 24.853899598475 65 0.605418409458737 0.778507704153202 0.241247499944163 9.33177957005733 0.00173638991380993 0.219363566909699 0.010594730646003 50.38365472739 1.83495792 1.780434 0.0311670770739467
2011-03-01 1.76522 1 -0.00733301092078775 0.0049529752009656 0.0124693142450731 0.017546893554226 -0.00975535871559119 0 -0.0240393652899873 -0.0356255087602366 -0.0145592586389772 -0.0263755901689979 0.044483281877548 12.4204774969408 23.799224385918 60 0.548371268358835 -0.0223382475695153 0.197454006975466 7.89577217564989 8.74079438830768e-05 0.214777908815081 0.0475724646019068 48.4859372529931 1.8309508032 1.775652 0.0292159004653288
2011-03-02 1.78696 1 0.0123157453461893 0.00489242293028025 0.0173297201284357 0.0249386284901463 0.0300787419730457 0.00244024211689609 0.0123157453461893 -0.0120196826449935 -0.023748518107767 -0.00242282141461492 0.043790190314866 11.47137181603 23.4138952780763 55 0.659333619795754 -0.128714015542492 0.207033962213029 15.0020125352194 0.00231074201702966 0.214898765293375 0.0949063148627338 51.7489255055905 1.827103971072 1.775218 0.0289889767555416
2011-03-03 1.76522 1 -0.01216591305905 0 -0.00733301092078775 0.0049529752009656 0.0124693142450731 0.017546893554226 -0.00975535871559119 0 -0.0240393652899873 -0.0356255087602366 0.0434573195780899 9.51962313530495 22.8908203679256 50 0.56653499911551 0.079202750152944 0.0279979333981433 2.501293772641 -0.000321377087712099 0.20751700800379 0.126383728579363 48.4443368597753 1.82341101222912 1.768697 0.0215757260982491
2011-03-04 1.76522 1 0 -0.01216591305905 0 -0.00733301092078775 0.0049529752009656 0.0124693142450731 0.017546893554226 -0.00975535871559119 0 -0.0240393652899873 0.0415953681796549 7.28250908414712 21.9130381983463 45 0.40008850824635 0.178873360877729 0.204725581871208 -8.33120368004084 -0.000262944889946263 0.194212766004926 0.145984810299511 48.4443368597753 1.81986577173996 1.764349 0.0163720835910128
2011-03-07 1.75652 1 -0.00492856414497911 -0.00492856414497911 -0.0170345167211353 -0.00492856414497911 -0.0122254338510678 0 0.00747929428499328 0.0125318484188197 -0.0146358429493831 -0.00492856414497911 0.0463885561668224 6.56177644976654 22.1019432900313 -60 0.106182255373687 -0.942904744841598 0.320216640248058 -18.84 -0.00111123929995223 0.252207439924556 0.148921312435625 47.0498844085663 1.81646234087036 1.763479 0.0165508364676163
