Index X002019.SZ.Close signals.num Delt.1.arithmetic Delt.2.arithmetic Delt.3.arithmetic Delt.4.arithmetic Delt.5.arithmetic Delt.6.arithmetic Delt.7.arithmetic Delt.8.arithmetic Delt.9.arithmetic Delt.10.arithmetic atr SMI ADX oscillator pctB Delt.1.arithmetic.1 EMA ..11 EMA.1 ..13 signal EMA.2 ..16 ..17 ..18
2007-03-21 4.71143 0 0.100066310829679 0.21027470805526 0.295876183744028 0.319728291316527 0.311853495682778 0.443324582068382 0.428325001440018 0.397457458704467 0.422778074729045 0.521219576770827 0.255567408944692 77.5148389503131 71.0708433258477 100 1.07562040069081 0.0959833743493514 0.549501603672976 89.8592504663388 0.0566513939974639 0.810072314235231 16.8377458829904 88.8866176065299 3.96948624 3.693001 0.476349117057134
2007-03-22 4.77143 1 0.0127349870421507 0.114075641043601 0.225687540779786 0.31237915015224 0.336535014005602 0.328559932951498 0.461705301918641 0.446514701825336 0.415254061333025 0.440897135074575 0.262516879734357 78.0900926694601 72.3503432221974 100 1.07405159969149 -0.0893868561460645 0.327140273135032 89.8877641710515 0.0486665927328615 0.824773326762354 17.4144714386592 89.186182112253 4.2811026192 3.839001 0.562378778235808
2007-03-23 4.99286 1 0.0464074711354878 0.0597334567212078 0.165777074198083 0.282568599949651 0.373283347681746 0.398560224089636 0.390215039691711 0.52953934852602 0.513643791097355 0.480932423333719 0.267030674039046 79.4220972193928 73.5384502688079 95 1.00975839920014 -0.195029583053886 0.396849323649678 89.7786310822789 0.0482558433515209 0.793308894770842 18.0017428087951 90.2325734662314 4.625705066752 4.001144 0.640858230053002
2007-03-26 4.81429 1 -0.0357650725235638 0.00898263204112815 0.0218320127859268 0.12408297259308 0.236697440956007 0.324167769156506 0.348540616246499 0.340493897973787 0.474835262798342 0.459508211133916 0.295609911607685 77.189175330286 74.7555932993317 100 0.962721504601166 0.514600300740404 0.181810894267362 74.6315193914339 0.0329793131924146 0.799490745503319 18.428370292578 83.2375213828715 4.81429 4.152716 0.635448128772129
2007-03-27 4.56571 0 -0.051633781928384 -0.0855521684966132 -0.0431149571512103 -0.0309290385297033 0.0660423175167995 0.172842074978294 0.255795979327284 0.278910364145658 0.27127912836948 0.398683940458722 0.305005632207136 72.4601120269571 74.1115563195607 95 0.80378625777101 0.350730622127946 0.129854984559182 56.9210972050496 0.0175951140795421 0.841794741772227 18.5831633296363 74.571087041088 5.41 4.282858 0.562340624746248
2007-03-28 4.85857 2 0.0641433643398288 0.00919761792496931 -0.026896408070725 0.0182628687835724 0.0312304332230342 0.134421858290955 0.248072111506707 0.336346958365766 0.360943977591037 0.352823248678103 0.315872372763769 69.5169420338252 73.6685730102469 85 0.82844899948454 -0.299338940056111 0.209654724586552 58.1942239842322 0.0260584323086851 0.826617813904028 18.6192072048521 77.5382624308422 5.41 4.409572 0.531125644683064
2007-03-29 4.50714 0 -0.0723319824557432 -0.0128282348199953 -0.0637996464691575 -0.0972829200097741 -0.0553901031766159 -0.0433605083806828 0.0523668763396421 0.157796581433701 0.239686333618468 0.262504201680672 0.318922203280643 65.0479169304809 73.2572313658841 85 0.754755292615486 -0.307434565923515 -0.00220495820814978 38.4985135643608 0.00816926598787998 0.75479863858937 18.4001521025054 67.3781611936501 5.3762284 4.503286 0.44167173424011
2007-03-30 4.55714 0 0.0110935094095148 -0.0620408885742101 -0.00187703555416352 -0.0534138990380719 -0.0872686195887727 -0.0449110643978847 -0.0327480191788904 0.0640413181845776 0.170640608704141 0.253438805625311 0.31532633161774 60.8778293019194 72.5051442446331 80 0.718676785379786 -0.0677321984661984 -0.0056762735599011 42.9964299745486 0.0087009466099954 0.760053573013913 18.0072556627328 68.0202178125442 5.324083096 4.595429 0.319891318434871
2007-04-02 4.56 0 0.000627586600367547 0.0117280581477388 -0.0614522380041865 -0.00125062695615807 -0.052819834285014 -0.0866958016046916 -0.0443116633797415 -0.032140984796548 0.0647090962581078 0.171375287064009 0.301782307930758 56.7613827227735 71.806777632043 75 0.70349156671577 -0.545425381142638 -0.0542388897555972 44.745539121396 0.00723306297188124 0.73275762854742 17.4841886872539 68.0589431208782 5.27506651024 4.662143 0.206590990663517
2007-04-03 4.56429 0 0.000940789473684145 0.00156896650091931 0.0126798812550752 -0.060569262149151 -0.000311014059149683 -0.0519287371554269 -0.0858365746285698 -0.0434125618525264 -0.0312304332230342 0.0657107633684033 0.312675000221419 52.948855365598 71.3800143060478 70 0.689847594726722 -0.265160206914105 -0.0741066353837753 37.8121016137558 0.00608901324493632 0.762533232772743 16.8672178329664 68.1213016561354 5.2289909196256 4.690286 0.163950489762408
