signals,Delt.Cl.SSE.k.10,myATR.SSE,myMACD.SSE,mySAR.SSE,runMean.Cl.SSE,mySMI.SSE,myADX.SSE,myAroon.SSE,myVolat.SSE,runSD.Cl.SSE
h,0.633833720507936,0.986294761993225,-0.020278067961435,-0.332702538486906,-0.105264512548785,0.608993332454006,-1.03921779913632,0.673427316578669,0.822991982262054,1.26422781992974
b,1.08920383607025,1.07880536681166,0.0723373471467216,-0.285579227372579,-0.0837533192580771,0.598177663609592,-1.05437773494322,0.673427316578669,0.933876902531269,1.06991445302296
b,0.373135276262733,1.10281592039982,0.121511316001396,-0.243168247369685,-0.0759969299942098,0.535835783754266,-1.06845481819248,0.673427316578669,1.07242669476593,0.943947601525888
b,0.654562138941366,1.03569489736131,0.149927195118427,-0.20499836536708,-0.0628030740310616,0.453789137088083,-1.08152639549537,0.673427316578669,1.11415452674871,0.723160757654907
b,-0.168770852440681,1.08904946638554,0.151006084434105,-0.201677894091217,-0.0656558099539133,0.335071319329929,-1.04874691459593,0.673427316578669,1.4929255845936,0.76743918008748
b,0.028136503650698,1.09370266105786,0.149495606470418,-0.201677894091217,-0.0645726734610652,0.244595337821414,-1.02791965595224,0.673427316578669,1.66676869915708,0.758401763211207
b,-0.0794351993784609,1.03220223047306,0.161464478872826,-0.167657047416459,-0.0656813843283327,0.200579166867952,-1.06306420306797,0.673427316578669,1.61251617883103,0.755143891969933
b,-0.424497025989937,0.951096508701183,0.189385576230014,-0.137038285409177,-0.0741598434107963,0.194891872140817,-1.11622030529625,0.673427316578669,1.64539819946837,0.632528055989659
b,-0.396644158749464,0.898687745226561,0.22804184413245,-0.109481399602623,-0.0820605384418663,0.208529104950955,-1.20490661477181,0.673427316578669,1.6813857702534,0.487978964196399
b,-0.543230541025168,0.821162108403499,0.275404820512537,-0.0846802023767241,-0.093238287200667,0.239844669773323,-1.28725818785627,0.673427316578669,1.6391810045369,0.157914209924598
b,1.25304438687498,0.714773801038284,0.327704649342385,-0.0623591248734151,-0.0680607556633164,0.282533137520831,-1.37330042006249,0.673427316578669,1.15744483076539,0.133385225517578
b,0.135311500325232,0.723057092254065,0.364013818248678,-0.0459871128211784,-0.0647654208465083,0.284648638702251,-1.37834998184751,0.598804360923151,1.04779544376302,0.142454282012759
b,0.988698891574373,0.650477056857896,0.399683756132185,-0.0459871128211784,-0.0446096050874006,0.306995815966613,-1.41189705863004,0.524181405267633,0.825273089119061,0.0482754833994576
b,0.616093169967091,0.636922651889625,0.426547164182377,-0.0275353442734244,-0.0317007616308025,0.351117335916042,-1.47598695731994,0.449558449612115,0.871781973845348,-0.0393782819711124
b,1.48507975423594,0.80466687571412,0.467760005700235,-0.0149243940213143,-0.0018096166159289,0.436553490704226,-1.49722719590152,-0.371294062598584,0.817363747557749,-0.247585281443387
b,1.21589981699216,0.699898471703524,0.519299216736228,0.00042110264645377,0.0232396927869098,0.544729369893834,-1.51695027458441,-0.371294062598584,0.58281446254555,-0.303856291735655
b,0.993688935312558,0.607006636545048,0.579887964494311,0.0142320496474445,0.0442144614706455,0.664199449021378,-1.50478852336456,0.822673227889706,0.546506794537606,-0.17309694223918
b,0.872514001292115,0.530551834501823,0.645098803642924,0.0303733966381078,0.0628964549074279,0.76155187118601,-1.44465813262441,0.897296183545224,0.502131551591797,-0.0279805195283382
b,0.826768463917347,0.519511185345256,0.708966475567514,0.0545288784793306,0.0806869126981203,0.829373680003896,-1.46812694749521,0.897296183545224,0.517582153048506,0.0586905117670658
b,1.01776455175157,0.468755192510727,0.779385873695022,0.0753025928627819,0.102589333192245,0.910261181743936,-1.44508808941256,1.04654209485626,0.478644166971246,0.251731707056347
b,1.0522890636321,0.400148355864063,0.852315814744193,0.100528215032544,0.125292075389956,0.992411449625901,-1.39892908628082,1.12116505051178,0.487175860794223,0.407320861267672
b,1.65942675207701,0.486605216143975,0.92951130056288,0.129429318742309,0.160081427654471,1.07723627189634,-1.43514398333247,1.1957880061673,0.77256245531738,0.380184699730525
b,1.50383647816914,0.519337377998534,1.00911972734221,0.164840369634303,0.192151521110497,1.12048487201912,-1.36722488628121,1.27041096182281,0.948529649546586,0.419285183941314
b,1.56293188941788,0.471446963251127,1.080102367345,0.222433677110176,0.22522124419453,1.13733182374978,-1.33294958204022,1.27041096182281,0.871068779704453,0.137598960289352
b,1.42517478846087,0.451305462238222,1.15637903582123,0.267356456941357,0.256288682459713,1.19680384462017,-1.26016563249549,1.27041096182281,0.420392000190129,0.252812730936631
b,1.54357056826503,0.38358259626924,1.23851970933002,0.302396225209678,0.29008920178843,1.28175607486657,-1.15633137926761,1.41965687313385,0.416699577277684,0.393027681675754
b,1.38082609921393,0.321618770899443,1.31685514412046,0.338031822303461,0.320636012216369,1.35851951716538,-1.0458934824239,1.41965687313385,0.425162884185548,0.43491296388509
b,1.45672081905565,0.308446990899242,1.39208142470415,0.372579433308143,0.352976881870675,1.41817075388467,-0.926317577077095,0.897296183545224,0.471308211069622,0.455617919682034
b,1.46351406645374,0.28426901111897,1.45898277774101,0.406871340835307,0.385498332607374,1.46815122435125,-0.808506469916293,0.971919139200742,0.365022089098635,0.329354809740401
b,1.59821326551123,0.288679487947461,1.5315909089517,0.436145446740025,0.421521082636621,1.52732033444499,-0.643014493523716,1.04654209485626,0.341659149905841,0.465718840825531
b,1.7615095269818,0.322706172824152,1.61072498647913,0.484880307154477,0.461369477303625,1.59019598399507,-0.45618751344094,1.12116505051178,0.473429026907629,0.616373052873588
b,1.83914335413156,0.311956296273034,1.69749450998636,0.539711583954662,0.503401757089843,1.64877925127717,-0.247829245037648,1.1957880061673,0.0978142770537967,0.842607541122541
b,1.88966262691944,0.260626157386639,1.78826343579904,0.602641135907089,0.546906298606476,1.70484177091066,-0.0333178337530841,1.27041096182281,-0.158034478318603,1.03525349715462
b,1.90238583300444,0.238700348395009,1.86910154799044,0.662429894251947,0.590514188538485,1.72839298764227,0.183343717471036,1.34503391747833,-0.171244736049274,0.906926706140031
b,1.91570079721449,0.251575596815312,1.95255556935709,0.717398172213661,0.635369425810985,1.76540856887805,0.402384617100413,1.41965687313385,-0.161380360215495,1.05228385049565
b,1.76300231137652,0.321259486035734,2.03160710900157,0.770051756096423,0.677188416005941,1.79894205663482,0.618944275720357,1.41965687313385,0.129661515242086,1.14260874741215
b,1.76444902998958,0.294902422576085,2.09864766843166,0.816576345689172,0.719044318641466,1.82674619979516,0.820547917327211,1.27041096182281,0.16490712094491,1.03614578931371
b,0.692891739937088,0.613724662992541,2.11303913009344,0.877048852599876,0.735986873046958,1.74261873487264,0.657845086666166,1.27041096182281,1.04061339667976,0.73857241737368
b,1.41435858704461,0.709422399541052,2.11905197633697,0.877048852599876,0.769985044348102,1.71497576193091,0.506763886766624,1.27041096182281,1.07842408731231,0.357685827708708
b,1.65969529648954,0.771074168631542,2.14237742411101,0.652120363044984,0.810677584091105,1.7378939528535,0.471933006961114,1.27041096182281,1.09053753368175,0.487896661922972
b,1.44718533475819,0.736093420077117,2.1718911683446,0.652120363044984,0.846713646701186,1.75023761949643,0.476900934549512,1.34503391747833,1.03227534473976,0.581977932631727
b,1.28119896987541,0.776119995577345,2.20331045944189,0.668245251097557,0.879161495498449,1.76572698799505,0.434259834638809,1.41965687313385,1.15718494989475,0.726494191056118
b,1.28510509576576,0.704225890565259,2.23713495383447,0.691994505959114,0.912039713356713,1.79605830322616,0.406892360097725,1.34503391747833,1.1697637087076,0.928842343389279
b,1.23539598730239,0.689682496343965,2.26012049023164,0.723348468109284,0.943556789029314,1.80376511960901,0.396213125476169,1.41965687313385,1.20381408424191,0.897955298510812
b,1.22448370239124,0.692651247042535,2.2868396561684,0.76175232918292,0.975495380016113,1.82729296863128,0.423929106502163,1.41965687313385,1.26373744471982,1.14006114547028
b,1.69357988225626,0.749908418477373,2.33146478793877,0.81070409127789,1.01960638101193,1.85656828828724,0.522550393555232,1.41965687313385,1.11618742630194,1.61843060433691
b,2.01131110580112,0.831373526134937,2.39175530710589,0.881377673639979,1.07187687817602,1.89420457048302,0.641143081803446,1.34503391747833,1.28497726227807,2.0678700569669
h,3.17270485537191,0.804871813164935,2.45969672226271,0.961234843561431,1.15023714427162,1.92113823146271,0.779141032875258,1.41965687313385,0.507384407102787,1.75851107589324
b,2.21581123470479,0.814221625000296,2.51666798355539,1.04987958706398,1.2073062902789,1.92723766000136,0.843180512384686,1.34503391747833,0.529445222676665,1.52271727247773
b,1.63466581177222,0.893221635960527,2.56238724933511,1.12256827673608,1.25107358209256,1.93534602140018,0.925766869762949,1.41965687313385,0.726865452771705,1.5361000315765
b,0.856094342814701,1.03116521949558,2.56296404711061,1.19118539237121,1.27437822957534,1.86549414131066,0.930096227613791,1.34503391747833,0.828097898139746,1.25539385577216
b,1.16174932562118,1.0965851349321,2.54666081578181,1.23120957054026,1.30595846101848,1.81466440328485,0.870678045089308,0.822673227889706,0.821693897419815,0.987223463730312
b,1.26183600981262,1.05222200056165,2.5269487293525,1.27809842741456,1.34055812355147,1.80118630989876,0.868741808199586,0.822673227889706,0.851229457819764,0.803648558768582
b,1.29498836349077,0.962078842030818,2.49651225317359,1.315609512914,1.37583106389195,1.79054052350929,0.866943873944844,0.822673227889706,0.790763174204812,0.243236914071582
b,1.07845149651854,1.11574629035413,2.46328755576256,1.34561838131355,1.40595925737826,1.79890247922338,0.728468957544406,1.1957880061673,0.895972465257109,-0.113278954595585
s,0.719885599413721,1.04087051266012,2.43161734573922,1.37258936983416,1.42687950135746,1.80770706144646,0.642363841408626,1.27041096182281,0.868759594405348,-0.0454563067394278
s,0.709339019539045,1.00090295791529,2.40898038869189,1.41196829348955,1.44783315437035,1.82948135740488,0.591594491810452,1.34503391747833,0.674560549932418,0.271532224003272
s,0.434267214760435,1.02847949035419,2.38295808824294,1.45737216999389,1.46106510114293,1.82194531109814,0.568448652373745,1.41965687313385,0.76823275875765,0.422820910304346
s,0.696233124483738,0.985390779210681,2.35597040900525,1.50542187337895,1.48168921749113,1.82107881208508,0.546956087182517,1.34503391747833,0.711285835387489,0.584020245099385
s,0.998722953311613,0.988442791551944,2.34166443660668,1.5400176598162,1.51113457863742,1.83545086629546,0.591917219195238,1.41965687313385,0.512212053116237,0.980558169368822
s,2.02660347042356,0.939118280152772,2.34202997292039,1.59585905296862,1.56797830071102,1.8623145258973,0.664742470849677,1.34503391747833,0.351978533415195,1.00662545513169
s,0.283184015162002,1.31705890357747,2.29296108054167,1.79309063519707,1.57672441480794,1.73421606088638,0.461100523308578,1.34503391747833,1.06360385574991,0.838562534608726
s,0.252648963841909,1.66913449867844,2.2209936047813,1.79309063519707,1.58472903158895,1.59765935578149,0.332883199002857,1.1957880061673,2.04932379464361,0.74716806119701
s,-0.16020428084048,1.81348719852509,2.11291668930634,1.77853499448714,1.5808786087226,1.40602571734443,0.211169131407082,1.1957880061673,2.3382221402815,0.834125727164224
b,-1.83783036801119,2.16736585764716,1.92017053445499,1.75353459535555,1.52846001591283,1.05087287764246,0.256154425184107,-0.371294062598584,2.53275967677333,2.43129076697418
b,-1.55943159804591,2.53526357802652,1.69818372002758,1.68820464448647,1.48367889012353,0.772838683120834,0.381455939112751,-0.445917018254102,3.50979796243495,3.00934153046713
b,-1.77426680873301,2.48759467206777,1.46722307786905,1.62810108968692,1.43183847554883,0.55859029486499,0.456369098976635,-0.445917018254102,3.63118069130765,3.31588654662005
b,-1.17741110054731,2.40221732001195,1.26172082182293,1.57280581927133,1.3978780447947,0.439578165820809,0.472899304988368,-0.445917018254102,3.57937440368431,3.30963635875471
b,-1.19724751676366,2.26882939453629,1.08449384119007,1.52193417048899,1.36309432973308,0.368614459845291,0.455141498325935,-0.445917018254102,3.60018781818557,3.16592205800874
b,-1.21401131466361,2.15108008903694,0.948028683249582,1.47513225360923,1.3270334888944,0.352341175033663,0.391327442971449,-0.445917018254102,3.60191685434898,2.66590966209411
b,-1.1389864356282,2.17276022419977,0.857034402357162,1.45504731839709,1.29275266195489,0.383207671514158,0.281129976033836,-0.445917018254102,3.74363545410592,1.76360576092402
h,0.533380795531123,2.12061108091415,0.81748695304815,0.936910209492057,1.30884922409041,0.464690977098066,0.102101823028446,-0.445917018254102,3.34083997471097,2.08439117000432
