Index X603077.SS.Close signals.num Delt.1.arithmetic Delt.2.arithmetic Delt.3.arithmetic Delt.4.arithmetic Delt.5.arithmetic Delt.6.arithmetic Delt.7.arithmetic Delt.8.arithmetic Delt.9.arithmetic Delt.10.arithmetic atr SMI ADX oscillator pctB Delt.1.arithmetic.1 EMA ..11 EMA.1 ..13 signal EMA.2 ..16 ..17 ..18
2012-10-15 1.14924 2 -0.00784750459713557 0.0249997770266053 0.00197912761449737 0.00663063757478088 0.0319672425559427 0.0147097776757492 0.0284763115032842 0.044042298048621 -0.0256962400915604 -0.0319091582990767 0.0407989894552462 -32.2615031395685 16.2417913019864 -55 0.368794907406743 -0.237401188049641 0.0621479852053723 -10.7868513006341 0.000834906177512097 0.359906559567886 -2.30499799420253 46.0605921840755 1.1803 1.136137 0.0236650591238081
2012-10-16 1.1303 2 -0.0164804566496118 -0.0241986307874267 0.00810731263545628 -0.0145339459619693 -0.00995909500994152 0.01495995115118 -0.00201310282717326 0.0115265522364016 0.0268360042152695 -0.0417532109702853 0.0395619187798715 -30.6135240359355 15.5560171551207 -55 0.31519192984175 -0.466997285769051 -0.0724287121201805 -18.9589915230379 -0.00231334160923771 0.352036138186311 -2.26106835509471 43.1973565802205 1.1739368 1.131212 0.0180958588264461
2012-10-17 1.12955 2 -0.000663540652924066 -0.0171330618495701 -0.0248461146650782 0.00743839245101285 -0.0151878427509002 -0.0106160273984601 0.0142864839625014 -0.00267530770453295 0.0108553632474808 0.0261546567825868 0.0380889245813092 -29.575438112596 15.0537789068013 -55 0.301430556756605 -4.15980407186566 -0.110138227263155 -10.4706614140576 -0.00201337779899887 0.311470233929079 -2.21930691899702 43.0831474133235 1.168082656 1.134091 0.0146806467084314
2012-10-18 1.14924 1 0.0174317205966978 0.0167566132885075 0 -0.00784750459713557 0.0249997770266053 0.00197912761449737 0.00663063757478088 0.0319672425559427 0.0147097776757492 0.0284763115032842 0.0370997156826443 -27.3116564800518 14.1134094345457 -50 0.411297704336596 0.205355631442171 0.0348494012161352 -7.93072014585233 0.00152209463658235 0.283263190511006 -2.14872142547653 47.0417894339615 1.16269684352 1.137273 0.0141028413606778
2012-10-19 1.18485 1 0.0309856948940168 0.0489575494666017 0.0482615234893391 0.0309856948940168 0.0228950299137551 0.056760107383987 0.0330261471529334 0.0378217873816427 0.063943464674401 0.0461512652527858 0.0413761645624554 -23.2550216507407 15.5227998844001 55 0.932003805309197 -0.500451654938974 -0.116930732053861 -0.715163353391511 0.0068791128652068 0.327531163186454 -2.00945055454775 53.3597532509377 1.10076 1.1425 0.0204351075901797
2012-10-22 1.20076 1 0.0134278600666753 0.0448296265357975 0.0630428046567217 0.0623374325400337 0.0448296265357975 0.0366303212383345 0.0709501342299836 0.0468974777021196 0.05175751311675 0.0782299486369025 0.0418835813794229 -17.8094662965161 16.1753734422414 55 0.828856268467079 -0.581066396150632 0.0293669047972167 6.51112816577128 0.00806979417456471 0.334204491796503 -1.8080373177592 55.8916585047325 1.10076 1.151212 0.024856658307629
2012-10-23 1.17879 1 -0.0182967453945835 -0.00511457146474237 0.0257126448783545 0.0435925811163738 0.0429001150137132 0.0257126448783545 0.0176633601823315 0.0513552322936828 0.0277426610983722 0.0325137736824126 0.0406776112808927 -14.5337367756575 16.781334603094 55 0.788637203221382 0.370475025159984 -0.113717986984094 29.014985312163 0.00327587788926504 0.331743043932583 -1.60445105041855 51.7166127115041 1.106578 1.154924 0.0260179169889606
2012-10-24 1.13485 1 -0.0372755113294141 -0.0548902361837504 -0.0421994345275774 -0.012521318436532 0.00469213403567781 0.00402547996107216 -0.012521318436532 -0.0202705619296748 0.0121654284210806 -0.0105669721091224 0.0410192104751146 -15.73977226171 15.9490264358963 55 0.465795303515225 -1.06219943943763 -0.26109361394023 5.88433881367943 -0.00409710196867662 0.337121091728665 -1.46688961657148 44.5491086960752 1.11216328 1.153712 0.0267028878171964
2012-10-25 1.11061 1 -0.0213596510552053 -0.0578389704697189 -0.0750774509477331 -0.0626577203865467 -0.033613518499182 -0.0167677393652339 -0.0174201539414315 -0.033613518499182 -0.0411972408553694 -0.00945407194013603 0.0404699811554636 -20.0275194442283 15.1780600527154 55 0.226753075816631 10.7752071363868 -0.34579890181832 -7.19643617543969 -0.00723574725713639 0.34286464643616 -1.40825689949805 41.1601082401288 1.24621 1.152652 0.0282991251533408
2012-10-26 1.12045 1 0.00885999585813191 -0.0126889016169538 -0.0494914276503873 -0.0668826409940372 -0.0543528716715196 -0.0250513382757301 -0.00805630560842818 -0.00871450057506873 -0.0250513382757301 -0.0327022523805826 0.038877839644359 -24.3455584422099 14.4621626969045 55 0.242399965169341 -3.44161289499659 -0.192117293306899 2.29919983794186 -0.00430924850890579 0.310785900988857 -1.38566298935325 43.0539486941169 1.24621 1.148864 0.0299421739728802
