signals.num,Delt.1.arithmetic,Delt.2.arithmetic,Delt.3.arithmetic,Delt.4.arithmetic,Delt.5.arithmetic,Delt.6.arithmetic,Delt.7.arithmetic,Delt.8.arithmetic,Delt.9.arithmetic,Delt.10.arithmetic,atr,SMI,ADX,oscillator,pctB,Delt.1.arithmetic.1,EMA,..10,EMA.1,..12,signal,EMA.2,..15,..16,..17
0,0.0101954603060681,-0.000840153024663337,0.0779691332292807,0.0625565878398553,0.0799294911171919,0.0512827179344153,0.0429824623112043,0.0232376771985037,0.0312230476031494,0.0232376771985037,0.229217555763077,-9.33553954477271,10.5969814062879,-30,0.589888666969153,-0.0320787002809376,-0.0708414586808074,12.4643565583932,0.00672408981127775,0.39660273562855,0.409916467364466,53.7722784205805,4.72100690999923,4.288843,0.124148191739639
0,-0.00336568618854582,0.0067954593975843,-0.00420301152177782,0.0743410274058922,0.0589803558076143,0.0762947873443354,0.0477444302104064,0.0394721106429079,0.0197937802807568,0.0277522744345213,0.221929873208571,-6.38574137377119,10.6766097350589,-30,0.641746813221332,-0.133405858660076,-0.186316052696044,10.1451296713855,0.0048895850840371,0.394653806348211,0.427554575755263,53.259387254247,4.69646303359927,4.300813,0.132258892752897
0,-0.0177199370158317,-0.0210259834571015,-0.0110448927307663,-0.0218484714381668,0.0553037720667358,0.0402152906017004,0.0572229115021259,0.0291784648983895,0.0210527303126018,0.00172309872504495,0.220239882265102,-4.49188785645442,9.98538334910952,-30,0.555750820903474,-0.258410074358883,-0.149001569903485,21.019921675464,0.000778762884060944,0.4032833420568,0.437848922334876,50.5355994288116,4.67290091225529,4.301562,0.132569230282814
0,0.0206186514051596,0.00253335318507686,-0.000840859475294664,0.00934602788137018,-0.00168030604932645,0.0770627126695298,0.0616631270649335,0.0790214221719359,0.0503987368998267,0.0421054606252038,0.217334176389023,-1.89901729721827,9.30265603048541,-25,0.707406167651295,-0.0676972709221523,0.0296115266475485,12.3678716832132,0.00438601534244252,0.39754246992867,0.474907553071015,53.4649756336317,4.65028127576508,4.319518,0.139000435554873
0,-0.0050516528693163,0.0154628402663108,-0.0025310973051258,-0.00588826461442993,0.0042471621234903,-0.00672347059576739,0.0716217657266389,0.0562999734828487,0.0735705805085674,0.0450924871066403,0.209024592361236,0.629371792832936,8.64687700078992,-20,0.763139642903179,-0.110605020117939,0.0578909790482641,7.14326631150826,0.00267007566757728,0.398123771676834,0.517398998936832,52.625705520668,4.62856642473448,4.338596,0.138571702594722
0,0.0490700283152856,0.043770490696633,0.0652916305912992,0.0464147299937288,0.0428928263894979,0.0535255988044352,0.042016636827007,0.124206276114122,0.108132643091088,0.12625071929258,0.217340692906862,4.79651412588164,9.26013566285089,85,1.02787426403253,-1.20421615544667,0.15813225664641,26.4436553915156,0.0111064306944333,0.436765150124337,0.638642119479276,59.2787642939733,4.10741,4.390594,0.144300800736979
1,0.0169339521968865,0.0668349300259632,0.0614456502906107,0.0833312281394756,0.0641346670095604,0.0605531236580534,0.0713659509327857,0.0596620967433961,0.143243531453278,0.126897708297002,0.228803500556372,8.43435983433952,10.8790726838832,90,1.18702791964946,7.69166215007322,0.0591695330761926,29.032156911933,0.0121659800585157,0.510802615011018,0.828791618371841,61.3926420588517,4.10741,4.443713,0.157748949357304
2,-0.0134805688168304,0.00322510407212517,0.0524533883355498,0.0471367591565428,0.0687273069671199,0.0497895264005632,0.0462562642906768,0.0569233285032273,0.0453772489256599,0.127831958353126,0.222346821945202,10.846969512922,12.3823713462703,90,0.952637678205274,-0.331118093990083,-0.005644038030829,30.9518505553258,0.00750297117208918,0.502388067659364,1.02658695726349,58.7344922121869,4.1422744,4.496458,0.124417253072965
2,0.0184890310020049,0.00475921953039538,0.0217737641233042,0.0719122316606509,0.066497303159927,0.0884870392783241,0.0691991174997633,0.0656005287971888,0.0764648166906656,0.0647052612898369,0.217954191806259,13.5713939361746,13.9855078388912,90,0.974397951583201,-0.960418988015189,0.033441324975086,38.8569377296092,0.00950043659571022,0.465830532010711,1.2463465476891,61.1834236343907,4.175744224,4.525262,0.144579134102324
1,0.0063148655691081,0.0249206523163936,0.0111041389310518,0.0282261280857843,0.0786812133054704,0.0732320902591981,0.0953606886050833,0.075950966193383,0.0723296528869135,0.0832625472979418,0.211203892391527,16.5965904579899,15.5529179572796,55,0.95325875553758,-0.580859890590654,0.0439007210232837,53.0493321053962,0.00892124186360075,0.467617992469073,1.47517144841402,62.0276290680995,4.20787525504,4.561922,0.156133008738632
